지역명,규모구분,연도,월,분양가격(제곱미터),제곱미터당분양가격,평당분양가격,전용면적
전남,전용면적 85제곱미터초과 102제곱미터이하,2022,10,3198,3198.0,10553.4,85~102
전남,전용면적 102제곱미터초과,2022,10,3257,3257.0,10748.099999999999,102~
경북,모든면적,2022,10,"3,640",3640.0,12012.0,모든면적
경북,전용면적 60제곱미터이하,2022,10,3376,3376.0,11140.8,60
경북,전용면적 60제곱미터초과 85제곱미터이하,2022,10,3616,3616.0,11932.8,60~85
경북,전용면적 85제곱미터초과 102제곱미터이하,2022,10,3924,3924.0,12949.199999999999,85~102
경북,전용면적 102제곱미터초과,2022,10,3884,3884.0,12817.199999999999,102~
경남,모든면적,2022,10,"3,603",3603.0,11889.9,모든면적
경남,전용면적 60제곱미터이하,2022,10,3707,3707.0,12233.099999999999,60
경남,전용면적 60제곱미터초과 85제곱미터이하,2022,10,3582,3582.0,11820.599999999999,60~85
경남,전용면적 85제곱미터초과 102제곱미터이하,2022,10,4556,4556.0,15034.8,85~102
경남,전용면적 102제곱미터초과,2022,10,3934,3934.0,12982.199999999999,102~
제주,모든면적,2022,10,"6,715",6715.0,22159.5,모든면적
제주,전용면적 60제곱미터이하,2022,10,5121,5121.0,16899.3,60
제주,전용면적 60제곱미터초과 85제곱미터이하,2022,10,6166,6166.0,20347.8,60~85
제주,전용면적 85제곱미터초과 102제곱미터이하,2022,10,6639,6639.0,21908.699999999997,85~102
제주,전용면적 102제곱미터초과,2022,10,6874,6874.0,22684.199999999997,102~
서울,모든면적,2022,11,"9,041",9041.0,29835.3,모든면적
서울,전용면적 60제곱미터이하,2022,11,9207,9207.0,30383.1,60
서울,전용면적 60제곱미터초과 85제곱미터이하,2022,11,9199,9199.0,30356.699999999997,60~85
서울,전용면적 85제곱미터초과 102제곱미터이하,2022,11,8586,8586.0,28333.8,85~102
서울,전용면적 102제곱미터초과,2022,11,9883,9883.0,32613.899999999998,102~
인천,모든면적,2022,11,"5,043",5043.0,16641.899999999998,모든면적
인천,전용면적 60제곱미터이하,2022,11,4888,4888.0,16130.4,60
인천,전용면적 60제곱미터초과 85제곱미터이하,2022,11,4909,4909.0,16199.699999999999,60~85
인천,전용면적 85제곱미터초과 102제곱미터이하,2022,11,5618,5618.0,18539.399999999998,85~102
인천,전용면적 102제곱미터초과,2022,11,5533,5533.0,18258.899999999998,102~
경기,모든면적,2022,11,"5,026",5026.0,16585.8,모든면적
경기,전용면적 60제곱미터이하,2022,11,5318,5318.0,17549.399999999998,60
경기,전용면적 60제곱미터초과 85제곱미터이하,2022,11,4958,4958.0,16361.4,60~85
경기,전용면적 85제곱미터초과 102제곱미터이하,2022,11,6258,6258.0,20651.399999999998,85~102
경기,전용면적 102제곱미터초과,2022,11,5111,5111.0,16866.3,102~
부산,모든면적,2022,11,"6,007",6007.0,19823.1,모든면적
부산,전용면적 60제곱미터이하,2022,11,5731,5731.0,18912.3,60
부산,전용면적 60제곱미터초과 85제곱미터이하,2022,11,6040,6040.0,19932.0,60~85
부산,전용면적 85제곱미터초과 102제곱미터이하,2022,11,5243,5243.0,17301.899999999998,85~102
부산,전용면적 102제곱미터초과,2022,11,7009,7009.0,23129.699999999997,102~
대구,모든면적,2022,11,"5,020",5020.0,16566.0,모든면적
대구,전용면적 60제곱미터이하,2022,11,5048,5048.0,16658.399999999998,60
대구,전용면적 60제곱미터초과 85제곱미터이하,2022,11,5024,5024.0,16579.2,60~85
대구,전용면적 85제곱미터초과 102제곱미터이하,2022,11,4987,4987.0,16457.1,85~102
대구,전용면적 102제곱미터초과,2022,11,5789,5789.0,19103.7,102~
광주,모든면적,2022,11,"4,753",4753.0,15684.9,모든면적
광주,전용면적 60제곱미터이하,2022,11,4583,4583.0,15123.9,60
광주,전용면적 60제곱미터초과 85제곱미터이하,2022,11,4739,4739.0,15638.699999999999,60~85
광주,전용면적 85제곱미터초과 102제곱미터이하,2022,11,,,,85~102
광주,전용면적 102제곱미터초과,2022,11,5523,5523.0,18225.899999999998,102~
대전,모든면적,2022,11,"4,587",4587.0,15137.099999999999,모든면적
대전,전용면적 60제곱미터이하,2022,11,4643,4643.0,15321.9,60
대전,전용면적 60제곱미터초과 85제곱미터이하,2022,11,4578,4578.0,15107.4,60~85
대전,전용면적 85제곱미터초과 102제곱미터이하,2022,11,,,,85~102
대전,전용면적 102제곱미터초과,2022,11,4906,4906.0,16189.8,102~
울산,모든면적,2022,11,"5,737",5737.0,18932.1,모든면적
울산,전용면적 60제곱미터이하,2022,11,5756,5756.0,18994.8,60
울산,전용면적 60제곱미터초과 85제곱미터이하,2022,11,5678,5678.0,18737.399999999998,60~85
울산,전용면적 85제곱미터초과 102제곱미터이하,2022,11,5334,5334.0,17602.2,85~102
울산,전용면적 102제곱미터초과,2022,11,5985,5985.0,19750.5,102~
세종,모든면적,2022,11,"3,208",3208.0,10586.4,모든면적
세종,전용면적 60제곱미터이하,2022,11,3189,3189.0,10523.699999999999,60
세종,전용면적 60제곱미터초과 85제곱미터이하,2022,11,3208,3208.0,10586.4,60~85
세종,전용면적 85제곱미터초과 102제곱미터이하,2022,11,,,,85~102
세종,전용면적 102제곱미터초과,2022,11,3254,3254.0,10738.199999999999,102~
강원,모든면적,2022,11,"3,757",3757.0,12398.099999999999,모든면적
강원,전용면적 60제곱미터이하,2022,11,3429,3429.0,11315.699999999999,60
강원,전용면적 60제곱미터초과 85제곱미터이하,2022,11,3335,3335.0,11005.5,60~85
강원,전용면적 85제곱미터초과 102제곱미터이하,2022,11,3625,3625.0,11962.5,85~102
강원,전용면적 102제곱미터초과,2022,11,4264,4264.0,14071.199999999999,102~
충북,모든면적,2022,11,"3,021",3021.0,9969.3,모든면적
충북,전용면적 60제곱미터이하,2022,11,3318,3318.0,10949.4,60
충북,전용면적 60제곱미터초과 85제곱미터이하,2022,11,3024,3024.0,9979.199999999999,60~85
충북,전용면적 85제곱미터초과 102제곱미터이하,2022,11,3232,3232.0,10665.599999999999,85~102
충북,전용면적 102제곱미터초과,2022,11,3174,3174.0,10474.199999999999,102~
충남,모든면적,2022,11,"3,349",3349.0,11051.699999999999,모든면적
충남,전용면적 60제곱미터이하,2022,11,3786,3786.0,12493.8,60
충남,전용면적 60제곱미터초과 85제곱미터이하,2022,11,3463,3463.0,11427.9,60~85
충남,전용면적 85제곱미터초과 102제곱미터이하,2022,11,4003,4003.0,13209.9,85~102
충남,전용면적 102제곱미터초과,2022,11,3849,3849.0,12701.699999999999,102~
전북,모든면적,2022,11,"3,155",3155.0,10411.5,모든면적
전북,전용면적 60제곱미터이하,2022,11,2802,2802.0,9246.6,60
전북,전용면적 60제곱미터초과 85제곱미터이하,2022,11,3143,3143.0,10371.9,60~85
전북,전용면적 85제곱미터초과 102제곱미터이하,2022,11,3288,3288.0,10850.4,85~102
전북,전용면적 102제곱미터초과,2022,11,3501,3501.0,11553.3,102~
전남,모든면적,2022,11,"3,248",3248.0,10718.4,모든면적
전남,전용면적 60제곱미터이하,2022,11,3366,3366.0,11107.8,60
전남,전용면적 60제곱미터초과 85제곱미터이하,2022,11,3199,3199.0,10556.699999999999,60~85
전남,전용면적 85제곱미터초과 102제곱미터이하,2022,11,3198,3198.0,10553.4,85~102
전남,전용면적 102제곱미터초과,2022,11,3257,3257.0,10748.099999999999,102~
경북,모든면적,2022,11,"3,661",3661.0,12081.3,모든면적
경북,전용면적 60제곱미터이하,2022,11,3395,3395.0,11203.5,60
경북,전용면적 60제곱미터초과 85제곱미터이하,2022,11,3644,3644.0,12025.199999999999,60~85
경북,전용면적 85제곱미터초과 102제곱미터이하,2022,11,3976,3976.0,13120.8,85~102
경북,전용면적 102제곱미터초과,2022,11,3913,3913.0,12912.9,102~
경남,모든면적,2022,11,"3,595",3595.0,11863.5,모든면적
경남,전용면적 60제곱미터이하,2022,11,3867,3867.0,12761.099999999999,60
경남,전용면적 60제곱미터초과 85제곱미터이하,2022,11,3573,3573.0,11790.9,60~85
경남,전용면적 85제곱미터초과 102제곱미터이하,2022,11,4474,4474.0,14764.199999999999,85~102
경남,전용면적 102제곱미터초과,2022,11,3927,3927.0,12959.099999999999,102~
제주,모든면적,2022,11,"6,715",6715.0,22159.5,모든면적
제주,전용면적 60제곱미터이하,2022,11,5121,5121.0,16899.3,60
제주,전용면적 60제곱미터초과 85제곱미터이하,2022,11,6166,6166.0,20347.8,60~85
제주,전용면적 85제곱미터초과 102제곱미터이하,2022,11,6639,6639.0,21908.699999999997,85~102
제주,전용면적 102제곱미터초과,2022,11,6874,6874.0,22684.199999999997,102~
서울,모든면적,2022,12,"9,024",9024.0,29779.199999999997,모든면적
서울,전용면적 60제곱미터이하,2022,12,9184,9184.0,30307.199999999997,60
서울,전용면적 60제곱미터초과 85제곱미터이하,2022,12,9199,9199.0,30356.699999999997,60~85
서울,전용면적 85제곱미터초과 102제곱미터이하,2022,12,8586,8586.0,28333.8,85~102
서울,전용면적 102제곱미터초과,2022,12,9883,9883.0,32613.899999999998,102~
인천,모든면적,2022,12,"5,047",5047.0,16655.1,모든면적
인천,전용면적 60제곱미터이하,2022,12,4954,4954.0,16348.199999999999,60
인천,전용면적 60제곱미터초과 85제곱미터이하,2022,12,4920,4920.0,16236.0,60~85
인천,전용면적 85제곱미터초과 102제곱미터이하,2022,12,5676,5676.0,18730.8,85~102
인천,전용면적 102제곱미터초과,2022,12,5490,5490.0,18117.0,102~
경기,모든면적,2022,12,"5,203",5203.0,17169.899999999998,모든면적
경기,전용면적 60제곱미터이하,2022,12,5622,5622.0,18552.6,60
경기,전용면적 60제곱미터초과 85제곱미터이하,2022,12,5146,5146.0,16981.8,60~85
경기,전용면적 85제곱미터초과 102제곱미터이하,2022,12,6411,6411.0,21156.3,85~102
경기,전용면적 102제곱미터초과,2022,12,5402,5402.0,17826.6,102~
부산,모든면적,2022,12,"5,896",5896.0,19456.8,모든면적
부산,전용면적 60제곱미터이하,2022,12,5840,5840.0,19272.0,60
부산,전용면적 60제곱미터초과 85제곱미터이하,2022,12,5907,5907.0,19493.1,60~85
부산,전용면적 85제곱미터초과 102제곱미터이하,2022,12,4560,4560.0,15048.0,85~102
부산,전용면적 102제곱미터초과,2022,12,,,,102~
대구,모든면적,2022,12,"5,121",5121.0,16899.3,모든면적
대구,전용면적 60제곱미터이하,2022,12,5292,5292.0,17463.6,60
대구,전용면적 60제곱미터초과 85제곱미터이하,2022,12,5070,5070.0,16731.0,60~85
대구,전용면적 85제곱미터초과 102제곱미터이하,2022,12,4987,4987.0,16457.1,85~102
대구,전용면적 102제곱미터초과,2022,12,6371,6371.0,21024.3,102~
광주,모든면적,2022,12,"4,432",4432.0,14625.599999999999,모든면적
광주,전용면적 60제곱미터이하,2022,12,4583,4583.0,15123.9,60
광주,전용면적 60제곱미터초과 85제곱미터이하,2022,12,4429,4429.0,14615.699999999999,60~85
광주,전용면적 85제곱미터초과 102제곱미터이하,2022,12,,,,85~102
광주,전용면적 102제곱미터초과,2022,12,,,,102~
대전,모든면적,2022,12,"4,636",4636.0,15298.8,모든면적
대전,전용면적 60제곱미터이하,2022,12,4643,4643.0,15321.9,60
대전,전용면적 60제곱미터초과 85제곱미터이하,2022,12,4629,4629.0,15275.699999999999,60~85
대전,전용면적 85제곱미터초과 102제곱미터이하,2022,12,,,,85~102
대전,전용면적 102제곱미터초과,2022,12,5131,5131.0,16932.3,102~
울산,모든면적,2022,12,"5,552",5552.0,18321.6,모든면적
울산,전용면적 60제곱미터이하,2022,12,5756,5756.0,18994.8,60
울산,전용면적 60제곱미터초과 85제곱미터이하,2022,12,5514,5514.0,18196.2,60~85
울산,전용면적 85제곱미터초과 102제곱미터이하,2022,12,6843,6843.0,22581.899999999998,85~102
울산,전용면적 102제곱미터초과,2022,12,5337,5337.0,17612.1,102~
세종,모든면적,2022,12,"3,721",3721.0,12279.3,모든면적
세종,전용면적 60제곱미터이하,2022,12,3724,3724.0,12289.199999999999,60
세종,전용면적 60제곱미터초과 85제곱미터이하,2022,12,3717,3717.0,12266.099999999999,60~85
세종,전용면적 85제곱미터초과 102제곱미터이하,2022,12,,,,85~102
세종,전용면적 102제곱미터초과,2022,12,,,,102~
강원,모든면적,2022,12,"3,845",3845.0,12688.5,모든면적
강원,전용면적 60제곱미터이하,2022,12,3261,3261.0,10761.3,60
강원,전용면적 60제곱미터초과 85제곱미터이하,2022,12,3511,3511.0,11586.3,60~85
강원,전용면적 85제곱미터초과 102제곱미터이하,2022,12,3625,3625.0,11962.5,85~102
강원,전용면적 102제곱미터초과,2022,12,4262,4262.0,14064.599999999999,102~
충북,모든면적,2022,12,"3,188",3188.0,10520.4,모든면적
충북,전용면적 60제곱미터이하,2022,12,3318,3318.0,10949.4,60
충북,전용면적 60제곱미터초과 85제곱미터이하,2022,12,3189,3189.0,10523.699999999999,60~85
충북,전용면적 85제곱미터초과 102제곱미터이하,2022,12,3232,3232.0,10665.599999999999,85~102
충북,전용면적 102제곱미터초과,2022,12,3281,3281.0,10827.3,102~
충남,모든면적,2022,12,"3,344",3344.0,11035.199999999999,모든면적
충남,전용면적 60제곱미터이하,2022,12,3786,3786.0,12493.8,60
충남,전용면적 60제곱미터초과 85제곱미터이하,2022,12,3455,3455.0,11401.5,60~85
충남,전용면적 85제곱미터초과 102제곱미터이하,2022,12,3988,3988.0,13160.4,85~102
충남,전용면적 102제곱미터초과,2022,12,3849,3849.0,12701.699999999999,102~
전북,모든면적,2022,12,"3,146",3146.0,10381.8,모든면적
전북,전용면적 60제곱미터이하,2022,12,2802,2802.0,9246.6,60
전북,전용면적 60제곱미터초과 85제곱미터이하,2022,12,3130,3130.0,10329.0,60~85
전북,전용면적 85제곱미터초과 102제곱미터이하,2022,12,3332,3332.0,10995.599999999999,85~102
전북,전용면적 102제곱미터초과,2022,12,3351,3351.0,11058.3,102~
전남,모든면적,2022,12,"3,211",3211.0,10596.3,모든면적
전남,전용면적 60제곱미터이하,2022,12,3531,3531.0,11652.3,60
전남,전용면적 60제곱미터초과 85제곱미터이하,2022,12,3171,3171.0,10464.3,60~85
전남,전용면적 85제곱미터초과 102제곱미터이하,2022,12,3198,3198.0,10553.4,85~102
전남,전용면적 102제곱미터초과,2022,12,3161,3161.0,10431.3,102~
경북,모든면적,2022,12,"3,724",3724.0,12289.199999999999,모든면적
경북,전용면적 60제곱미터이하,2022,12,3395,3395.0,11203.5,60
경북,전용면적 60제곱미터초과 85제곱미터이하,2022,12,3723,3723.0,12285.9,60~85
경북,전용면적 85제곱미터초과 102제곱미터이하,2022,12,3629,3629.0,11975.699999999999,85~102
경북,전용면적 102제곱미터초과,2022,12,4050,4050.0,13365.0,102~
경남,모든면적,2022,12,"3,594",3594.0,11860.199999999999,모든면적
경남,전용면적 60제곱미터이하,2022,12,4187,4187.0,13817.099999999999,60
경남,전용면적 60제곱미터초과 85제곱미터이하,2022,12,3564,3564.0,11761.199999999999,60~85
경남,전용면적 85제곱미터초과 102제곱미터이하,2022,12,4474,4474.0,14764.199999999999,85~102
경남,전용면적 102제곱미터초과,2022,12,3940,3940.0,13002.0,102~
제주,모든면적,2022,12,"6,955",6955.0,22951.5,모든면적
제주,전용면적 60제곱미터이하,2022,12,7381,7381.0,24357.3,60
제주,전용면적 60제곱미터초과 85제곱미터이하,2022,12,6720,6720.0,22176.0,60~85
제주,전용면적 85제곱미터초과 102제곱미터이하,2022,12,6639,6639.0,21908.699999999997,85~102
제주,전용면적 102제곱미터초과,2022,12,6949,6949.0,22931.699999999997,102~
서울,모든면적,2023,1,"9,282",9282.0,30630.6,모든면적
서울,전용면적 60제곱미터이하,2023,1,9463,9463.0,31227.899999999998,60
서울,전용면적 60제곱미터초과 85제곱미터이하,2023,1,9299,9299.0,30686.699999999997,60~85
서울,전용면적 85제곱미터초과 102제곱미터이하,2023,1,8586,8586.0,28333.8,85~102
서울,전용면적 102제곱미터초과,2023,1,10854,10854.0,35818.2,102~
인천,모든면적,2023,1,"5,038",5038.0,16625.399999999998,모든면적
인천,전용면적 60제곱미터이하,2023,1,5024,5024.0,16579.2,60
인천,전용면적 60제곱미터초과 85제곱미터이하,2023,1,4877,4877.0,16094.099999999999,60~85
인천,전용면적 85제곱미터초과 102제곱미터이하,2023,1,5670,5670.0,18711.0,85~102
인천,전용면적 102제곱미터초과,2023,1,5458,5458.0,18011.399999999998,102~
경기,모든면적,2023,1,"5,224",5224.0,17239.2,모든면적
경기,전용면적 60제곱미터이하,2023,1,5873,5873.0,19380.899999999998,60
경기,전용면적 60제곱미터초과 85제곱미터이하,2023,1,5167,5167.0,17051.1,60~85
경기,전용면적 85제곱미터초과 102제곱미터이하,2023,1,6411,6411.0,21156.3,85~102
경기,전용면적 102제곱미터초과,2023,1,6020,6020.0,19866.0,102~
부산,모든면적,2023,1,"5,896",5896.0,19456.8,모든면적
부산,전용면적 60제곱미터이하,2023,1,5840,5840.0,19272.0,60
부산,전용면적 60제곱미터초과 85제곱미터이하,2023,1,5907,5907.0,19493.1,60~85
부산,전용면적 85제곱미터초과 102제곱미터이하,2023,1,4560,4560.0,15048.0,85~102
부산,전용면적 102제곱미터초과,2023,1,,,,102~
대구,모든면적,2023,1,"5,139",5139.0,16958.7,모든면적
대구,전용면적 60제곱미터이하,2023,1,5292,5292.0,17463.6,60
대구,전용면적 60제곱미터초과 85제곱미터이하,2023,1,5097,5097.0,16820.1,60~85
대구,전용면적 85제곱미터초과 102제곱미터이하,2023,1,4987,4987.0,16457.1,85~102
대구,전용면적 102제곱미터초과,2023,1,6403,6403.0,21129.899999999998,102~
광주,모든면적,2023,1,"5,233",5233.0,17268.899999999998,모든면적
광주,전용면적 60제곱미터이하,2023,1,4583,4583.0,15123.9,60
광주,전용면적 60제곱미터초과 85제곱미터이하,2023,1,4439,4439.0,14648.699999999999,60~85
광주,전용면적 85제곱미터초과 102제곱미터이하,2023,1,,,,85~102
광주,전용면적 102제곱미터초과,2023,1,6814,6814.0,22486.199999999997,102~
대전,모든면적,2023,1,"4,679",4679.0,15440.699999999999,모든면적
대전,전용면적 60제곱미터이하,2023,1,4941,4941.0,16305.3,60
대전,전용면적 60제곱미터초과 85제곱미터이하,2023,1,4659,4659.0,15374.699999999999,60~85
대전,전용면적 85제곱미터초과 102제곱미터이하,2023,1,,,,85~102
대전,전용면적 102제곱미터초과,2023,1,5131,5131.0,16932.3,102~
울산,모든면적,2023,1,"5,552",5552.0,18321.6,모든면적
울산,전용면적 60제곱미터이하,2023,1,5756,5756.0,18994.8,60
울산,전용면적 60제곱미터초과 85제곱미터이하,2023,1,5514,5514.0,18196.2,60~85
울산,전용면적 85제곱미터초과 102제곱미터이하,2023,1,6843,6843.0,22581.899999999998,85~102
울산,전용면적 102제곱미터초과,2023,1,5337,5337.0,17612.1,102~
세종,모든면적,2023,1,"3,721",3721.0,12279.3,모든면적
세종,전용면적 60제곱미터이하,2023,1,3724,3724.0,12289.199999999999,60
세종,전용면적 60제곱미터초과 85제곱미터이하,2023,1,3717,3717.0,12266.099999999999,60~85
세종,전용면적 85제곱미터초과 102제곱미터이하,2023,1,,,,85~102
세종,전용면적 102제곱미터초과,2023,1,,,,102~
강원,모든면적,2023,1,"3,845",3845.0,12688.5,모든면적
강원,전용면적 60제곱미터이하,2023,1,3261,3261.0,10761.3,60
강원,전용면적 60제곱미터초과 85제곱미터이하,2023,1,3511,3511.0,11586.3,60~85
강원,전용면적 85제곱미터초과 102제곱미터이하,2023,1,3625,3625.0,11962.5,85~102
강원,전용면적 102제곱미터초과,2023,1,4262,4262.0,14064.599999999999,102~
충북,모든면적,2023,1,"3,188",3188.0,10520.4,모든면적
충북,전용면적 60제곱미터이하,2023,1,3318,3318.0,10949.4,60
충북,전용면적 60제곱미터초과 85제곱미터이하,2023,1,3205,3205.0,10576.5,60~85
충북,전용면적 85제곱미터초과 102제곱미터이하,2023,1,3219,3219.0,10622.699999999999,85~102
충북,전용면적 102제곱미터초과,2023,1,3295,3295.0,10873.5,102~
충남,모든면적,2023,1,"3,436",3436.0,11338.8,모든면적
충남,전용면적 60제곱미터이하,2023,1,3786,3786.0,12493.8,60
충남,전용면적 60제곱미터초과 85제곱미터이하,2023,1,3619,3619.0,11942.699999999999,60~85
충남,전용면적 85제곱미터초과 102제곱미터이하,2023,1,3988,3988.0,13160.4,85~102
충남,전용면적 102제곱미터초과,2023,1,3880,3880.0,12804.0,102~
전북,모든면적,2023,1,"3,146",3146.0,10381.8,모든면적
전북,전용면적 60제곱미터이하,2023,1,2802,2802.0,9246.6,60
전북,전용면적 60제곱미터초과 85제곱미터이하,2023,1,3130,3130.0,10329.0,60~85
전북,전용면적 85제곱미터초과 102제곱미터이하,2023,1,3332,3332.0,10995.599999999999,85~102
전북,전용면적 102제곱미터초과,2023,1,3351,3351.0,11058.3,102~
전남,모든면적,2023,1,"3,217",3217.0,10616.099999999999,모든면적
전남,전용면적 60제곱미터이하,2023,1,3531,3531.0,11652.3,60
전남,전용면적 60제곱미터초과 85제곱미터이하,2023,1,3179,3179.0,10490.699999999999,60~85
전남,전용면적 85제곱미터초과 102제곱미터이하,2023,1,3198,3198.0,10553.4,85~102
전남,전용면적 102제곱미터초과,2023,1,3162,3162.0,10434.599999999999,102~
경북,모든면적,2023,1,"3,793",3793.0,12516.9,모든면적
경북,전용면적 60제곱미터이하,2023,1,3501,3501.0,11553.3,60
경북,전용면적 60제곱미터초과 85제곱미터이하,2023,1,3787,3787.0,12497.099999999999,60~85
경북,전용면적 85제곱미터초과 102제곱미터이하,2023,1,3629,3629.0,11975.699999999999,85~102
경북,전용면적 102제곱미터초과,2023,1,4050,4050.0,13365.0,102~
경남,모든면적,2023,1,"3,615",3615.0,11929.5,모든면적
경남,전용면적 60제곱미터이하,2023,1,4364,4364.0,14401.199999999999,60
경남,전용면적 60제곱미터초과 85제곱미터이하,2023,1,3588,3588.0,11840.4,60~85
경남,전용면적 85제곱미터초과 102제곱미터이하,2023,1,4474,4474.0,14764.199999999999,85~102
경남,전용면적 102제곱미터초과,2023,1,3940,3940.0,13002.0,102~
제주,모든면적,2023,1,"6,955",6955.0,22951.5,모든면적
제주,전용면적 60제곱미터이하,2023,1,7381,7381.0,24357.3,60
제주,전용면적 60제곱미터초과 85제곱미터이하,2023,1,6720,6720.0,22176.0,60~85
제주,전용면적 85제곱미터초과 102제곱미터이하,2023,1,6639,6639.0,21908.699999999997,85~102
제주,전용면적 102제곱미터초과,2023,1,6949,6949.0,22931.699999999997,102~
서울,모든면적,2023,2,"9,226",9226.0,30445.8,모든면적
서울,전용면적 60제곱미터이하,2023,2,9425,9425.0,31102.5,60
서울,전용면적 60제곱미터초과 85제곱미터이하,2023,2,9114,9114.0,30076.199999999997,60~85
서울,전용면적 85제곱미터초과 102제곱미터이하,2023,2,8586,8586.0,28333.8,85~102
서울,전용면적 102제곱미터초과,2023,2,10854,10854.0,35818.2,102~
인천,모든면적,2023,2,"4,936",4936.0,16288.8,모든면적
인천,전용면적 60제곱미터이하,2023,2,5019,5019.0,16562.7,60
인천,전용면적 60제곱미터초과 85제곱미터이하,2023,2,4747,4747.0,15665.099999999999,60~85
인천,전용면적 85제곱미터초과 102제곱미터이하,2023,2,4659,4659.0,15374.699999999999,85~102
인천,전용면적 102제곱미터초과,2023,2,4343,4343.0,14331.9,102~
경기,모든면적,2023,2,"5,228",5228.0,17252.399999999998,모든면적
경기,전용면적 60제곱미터이하,2023,2,5979,5979.0,19730.7,60
경기,전용면적 60제곱미터초과 85제곱미터이하,2023,2,5168,5168.0,17054.399999999998,60~85
경기,전용면적 85제곱미터초과 102제곱미터이하,2023,2,6416,6416.0,21172.8,85~102
경기,전용면적 102제곱미터초과,2023,2,6198,6198.0,20453.399999999998,102~
부산,모든면적,2023,2,"5,793",5793.0,19116.899999999998,모든면적
부산,전용면적 60제곱미터이하,2023,2,5912,5912.0,19509.6,60
부산,전용면적 60제곱미터초과 85제곱미터이하,2023,2,5797,5797.0,19130.1,60~85
부산,전용면적 85제곱미터초과 102제곱미터이하,2023,2,4691,4691.0,15480.3,85~102
부산,전용면적 102제곱미터초과,2023,2,4856,4856.0,16024.8,102~
대구,모든면적,2023,2,"5,178",5178.0,17087.399999999998,모든면적
대구,전용면적 60제곱미터이하,2023,2,5292,5292.0,17463.6,60
대구,전용면적 60제곱미터초과 85제곱미터이하,2023,2,5155,5155.0,17011.5,60~85
대구,전용면적 85제곱미터초과 102제곱미터이하,2023,2,4987,4987.0,16457.1,85~102
대구,전용면적 102제곱미터초과,2023,2,6403,6403.0,21129.899999999998,102~
광주,모든면적,2023,2,"4,629",4629.0,15275.699999999999,모든면적
광주,전용면적 60제곱미터이하,2023,2,4583,4583.0,15123.9,60
광주,전용면적 60제곱미터초과 85제곱미터이하,2023,2,4540,4540.0,14982.0,60~85
광주,전용면적 85제곱미터초과 102제곱미터이하,2023,2,,,,85~102
광주,전용면적 102제곱미터초과,2023,2,5724,5724.0,18889.2,102~
대전,모든면적,2023,2,"4,714",4714.0,15556.199999999999,모든면적
대전,전용면적 60제곱미터이하,2023,2,4924,4924.0,16249.199999999999,60
대전,전용면적 60제곱미터초과 85제곱미터이하,2023,2,4686,4686.0,15463.8,60~85
대전,전용면적 85제곱미터초과 102제곱미터이하,2023,2,,,,85~102
대전,전용면적 102제곱미터초과,2023,2,5131,5131.0,16932.3,102~
울산,모든면적,2023,2,"5,552",5552.0,18321.6,모든면적
울산,전용면적 60제곱미터이하,2023,2,5756,5756.0,18994.8,60
울산,전용면적 60제곱미터초과 85제곱미터이하,2023,2,5514,5514.0,18196.2,60~85
울산,전용면적 85제곱미터초과 102제곱미터이하,2023,2,6843,6843.0,22581.899999999998,85~102
울산,전용면적 102제곱미터초과,2023,2,5337,5337.0,17612.1,102~
세종,모든면적,2023,2,"3,721",3721.0,12279.3,모든면적
세종,전용면적 60제곱미터이하,2023,2,3724,3724.0,12289.199999999999,60
세종,전용면적 60제곱미터초과 85제곱미터이하,2023,2,3717,3717.0,12266.099999999999,60~85
세종,전용면적 85제곱미터초과 102제곱미터이하,2023,2,,,,85~102
세종,전용면적 102제곱미터초과,2023,2,,,,102~
강원,모든면적,2023,2,"3,845",3845.0,12688.5,모든면적
강원,전용면적 60제곱미터이하,2023,2,3261,3261.0,10761.3,60
강원,전용면적 60제곱미터초과 85제곱미터이하,2023,2,3511,3511.0,11586.3,60~85
강원,전용면적 85제곱미터초과 102제곱미터이하,2023,2,3625,3625.0,11962.5,85~102
강원,전용면적 102제곱미터초과,2023,2,4262,4262.0,14064.599999999999,102~
충북,모든면적,2023,2,"3,209",3209.0,10589.699999999999,모든면적
충북,전용면적 60제곱미터이하,2023,2,3318,3318.0,10949.4,60
충북,전용면적 60제곱미터초과 85제곱미터이하,2023,2,3222,3222.0,10632.599999999999,60~85
충북,전용면적 85제곱미터초과 102제곱미터이하,2023,2,3219,3219.0,10622.699999999999,85~102
충북,전용면적 102제곱미터초과,2023,2,3329,3329.0,10985.699999999999,102~
충남,모든면적,2023,2,"3,557",3557.0,11738.099999999999,모든면적
충남,전용면적 60제곱미터이하,2023,2,3786,3786.0,12493.8,60
충남,전용면적 60제곱미터초과 85제곱미터이하,2023,2,3619,3619.0,11942.699999999999,60~85
충남,전용면적 85제곱미터초과 102제곱미터이하,2023,2,3988,3988.0,13160.4,85~102
충남,전용면적 102제곱미터초과,2023,2,3880,3880.0,12804.0,102~
전북,모든면적,2023,2,"3,146",3146.0,10381.8,모든면적
전북,전용면적 60제곱미터이하,2023,2,2802,2802.0,9246.6,60
전북,전용면적 60제곱미터초과 85제곱미터이하,2023,2,3130,3130.0,10329.0,60~85
전북,전용면적 85제곱미터초과 102제곱미터이하,2023,2,3332,3332.0,10995.599999999999,85~102
전북,전용면적 102제곱미터초과,2023,2,3351,3351.0,11058.3,102~
